0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,3,4
116310955,39958330,-675,11,-181,2,0,50,40,0,0,0,3,4
116310955,39958330,-675,11,-181,2,0,50,40,0,0,0,3,4
116310955,39958330,-676,11,-181,2,0,50,40,0,0,0,3,4
116310955,39958330,-676,11,-181,2,0,50,40,0,0,0,3,4
116310955,39958330,-676,11,-181,2,0,50,40,0,0,0,3,4
116310955,39958330,-676,11,-181,2,0,50,40,0,0,0,3,4
116310955,39958330,-676,10,-181,2,0,50,40,0,0,0,3,4
116186573,39574998,-676,10,-181,1,0,50,40,0,0,0,3,4
116310955,39958330,-675,9,-181,1,0,50,40,0,0,0,3,4
116310955,39958330,-675,9,-181,1,0,50,40,0,0,0,3,4
116310955,39958330,-675,9,-181,1,0,50,40,0,0,0,3,4
116310955,39958330,-675,9,-181,1,0,50,40,0,0,0,3,4
116310955,39958330,-675,9,-181,1,0,50,40,0,0,0,3,4
116310955,39958330,-675,9,-181,1,0,50,40,0,0,0,3,4
116310955,39958330,-675,9,-181,1,0,50,40,0,0,0,3,4
116310955,39958330,-673,10,-181,1,0,50,40,0,0,0,3,4
116310955,39958330,-675,11,-181,1,0,50,40,0,0,0,3,4
116310955,39958330,-675,11,-181,1,0,50,40,0,0,0,3,4
116310955,39958330,-675,10,-181,1,0,50,40,0,0,0,3,4
116310955,39958330,-675,10,-181,1,0,50,40,0,0,0,3,4
116310955,39958330,-674,10,-181,1,0,50,40,0,0,0,3,4
116310955,39958330,-674,10,-181,1,0,50,40,0,0,0,3,4
116310955,39958330,-674,10,-181,5,0,50,40,0,0,0,3,4
116310955,39958330,-673,11,-181,5,0,50,40,0,0,0,3,4
116310955,39958330,-673,11,-181,5,0,50,40,0,0,0,3,4
116310955,39958330,-673,11,-181,5,0,50,40,0,0,0,3,4
116310955,39958330,-673,11,-181,5,0,50,40,0,0,0,3,4
116310955,39958330,-673,11,-181,5,0,50,40,0,0,0,3,4
116310955,39958330,-673,10,-181,5,0,50,40,0,0,0,3,4
116310955,39958330,-673,10,-181,5,0,50,40,0,0,0,3,4
116310955,39958330,-673,10,-181,5,0,50,40,0,0,0,3,4
116310955,39958330,-673,10,-181,5,0,50,40,0,0,0,3,4
116310955,39958330,-673,9,-181,4,0,50,40,0,0,0,3,4
116310955,39958330,-673,9,-181,4,0,50,40,0,0,0,3,4
116310955,39958330,-674,9,-181,4,0,50,40,0,0,0,3,4
116310955,39958330,-675,8,-181,4,0,50,40,0,0,0,3,4
116310955,39958330,-675,8,-181,4,0,50,40,0,0,0,3,4
116310955,39958330,-675,9,-181,4,0,50,40,0,0,0,3,4
116310955,39958330,-675,9,-181,4,0,50,40,0,0,0,3,4
116310955,39958330,-675,9,-181,4,0,50,40,0,0,0,3,4
116310955,39958330,-675,9,-181,4,0,50,40,0,0,0,3,4
116310955,39958336,-675,10,-181,9,0,50,40,0,0,0,3,4
116310955,39958336,-675,10,-181,9,0,50,40,0,0,0,3,4
116310955,39958336,-675,10,-181,9,0,50,40,0,0,0,3,4
116310955,39958336,-676,10,-181,9,0,50,40,0,0,0,3,4
116310955,39958336,-676,10,-181,9,0,50,40,0,0,0,3,4
116310955,39958336,-676,10,-181,9,0,50,40,0,0,0,3,4
116310955,39958336,-676,10,-181,9,0,50,40,0,0,0,3,4
116310955,39958336,-677,10,-181,0,0,50,40,0,0,0,3,4
116310955,39958336,-676,11,-181,0,0,50,40,0,0,0,3,4
116310955,39958336,-676,11,-181,0,0,50,40,0,0,0,3,4
116310955,39958336,-676,11,-181,0,0,50,40,0,0,0,3,4
116310955,39958336,-676,11,-181,0,0,50,40,0,0,0,3,4
116310955,39958336,-676,11,-181,0,0,50,40,0,0,0,3,4
116310955,39958336,-676,10,-181,0,0,50,40,0,0,0,3,4
116310955,39958336,-677,11,-181,0,0,50,40,0,0,0,3,4
116310955,39958336,-677,11,-181,0,0,50,40,0,0,0,3,4
116310955,39958336,-676,11,-181,5,0,50,40,0,0,0,3,4
116310955,39958336,-676,11,-181,5,0,50,40,0,0,0,3,4
116310955,39958336,-676,11,-181,5,0,50,40,0,0,0,3,4
116310955,39958336,-676,11,-181,5,0,50,40,0,0,0,3,4
116310955,39958336,-676,10,-181,5,0,50,40,0,0,0,3,4
116310955,39958336,-676,10,-181,5,0,50,40,0,0,0,3,4
116310955,39958336,-676,10,-181,5,0,50,40,0,0,0,3,4
116310955,39958336,-676,10,-181,5,0,50,40,0,0,0,3,4
116310955,39958336,-676,9,-181,1,0,50,40,0,0,0,3,4
116310955,39958336,-676,8,-181,1,0,50,40,0,0,0,3,4
116310955,39958336,-676,8,-181,1,0,50,40,0,0,0,3,4
116310955,39958336,-677,9,-181,1,0,50,40,0,0,0,3,4
116310955,39958336,-677,9,-181,1,0,50,40,0,0,0,3,4
