116.50112,39.89669,9.93,52.87,52.87,0,0,1.01,-0.8,52.87,200,100,111,1,0,50,50,0,0,252,252,82,3,4
116.5015,39.89703,9.93,44.17,44.17,0,0,1.01,-0.8,44.17,200,100,111,1,0,50,50,0,0,252,252,82,3,4
116.50182,39.89743,9.93,35.48,35.48,0,0,1.01,-0.8,35.48,200,100,111,1,0,50,50,0,0,252,252,82,3,4
116.50208,39.89787,9.93,26.78,26.78,0,0,1.01,-0.8,26.78,200,100,111,1,0,50,50,0,0,252,252,82,3,4
116.50227,39.89834,9.93,18.09,18.09,0,0,1.01,-0.8,18.09,200,100,111,1,0,50,50,0,0,252,252,82,3,4
116.50239,39.89884,9.93,9.39,9.39,0,0,1.01,-0.8,9.39,200,100,111,1,0,50,50,0,0,252,252,82,3,4
116.50239,39.89884,9.93,9.39,9.39,0,0,1.01,-0.8,9.39,200,100,111,1,0,50,50,0,0,252,252,82,3,4
116.50243,39.89935,9.92,0.7,0.7,0,0,1.01,-0.8,0.7,200,100,111,1,0,50,50,0,0,252,252,82,3,4
116.5024,39.89986,9.93,-303.36,-303.36,0,0,1.01,-0.8,-303.36,200,100,111,1,0,50,50,0,0,252,252,82,3,4
116.50228,39.90035,9.93,-312.05,-312.05,0,0,1.01,-0.8,-312.05,200,100,111,1,0,50,50,0,0,252,252,82,3,4
116.50184,39.90127,9.93,325.92,325.92,0,0,1.01,-0.8,325.92,200,100,111,1,0,50,50,1,0,252,252,82,3,4
116.50152,39.90167,9.93,317.22,317.22,0,0,1.01,-0.8,317.22,200,100,111,1,0,50,50,1,0,252,252,82,3,4
116.50114,39.90201,9.93,308.53,308.53,0,0,1.01,-0.8,308.53,200,100,111,1,0,50,50,1,0,252,252,82,3,4
116.50114,39.90231,9.93,299.83,299.83,93.75,95.44,1.01,-0.8,299.83,199,100,189,10,10,50,50,1,1,252,252,82,5,4
116.50025,39.90251,9.93,291.14,291.14,93.91,95.67,1.01,-0.8,291.14,198,100,189,10,10,50,50,1,1,252,252,82,5,4
116.49977,39.90266,9.74,282.73,282.73,94.04,95.85,1.01,-0.8,282.73,197,100,189,10,10,50,50,1,1,252,252,82,5,4
116.49977,39.90266,9.74,282.73,282.73,94.04,95.85,1.01,-0.8,282.73,196,100,189,10,10,50,50,1,1,252,252,82,5,4
116.49927,39.90273,9.74,275.61,275.61,94.07,95.92,1.01,-0.8,275.61,195,100,111,10,10,50,50,1,1,252,252,82,5,4
116.49877,39.90275,9.54,269.05,269.05,94.05,95.91,1.01,-0.8,269.05,194,100,111,10,10,50,50,1,1,252,252,82,5,4
116.49828,39.90271,9.55,261.47,261.47,93.98,95.83,1.01,-0.8,261.47,193,100,111,10,10,50,50,1,1,252,252,82,5,4
116.49781,39.9026,9.55,253.12,253.12,93.83,95.65,1.01,-0.8,253.12,192,100,111,10,10,50,50,1,1,252,252,82,5,4
116.49736,39.90242,9.25,244.91,244.91,93.61,95.38,1.01,-0.8,244.91,191,100,111,10,10,50,50,1,1,252,252,82,5,4
116.49694,39.90219,9.25,236.82,236.82,93.35,95.05,1.01,-0.8,236.82,190,100,111,10,10,50,50,1,1,252,252,82,5,4
116.49657,39.9019,9.05,228.82,228.82,93.03,94.64,1.01,-0.8,228.82,189,100,111,10,10,50,50,1,1,252,252,82,5,4
116.49624,39.90157,9.05,220.9,220.9,92.68,94.19,1.01,-0.8,220.9,188,100,111,10,10,50,50,1,1,252,252,82,5,4
116.49597,39.9012,8.85,213.1,213.1,92.29,93.69,1.01,-0.8,213.1,187,100,112,10,10,50,50,1,1,252,252,82,5,4
116.49575,39.9008,8.85,205.38,205.38,91.88,93.15,1.01,-0.8,205.38,186,100,113,10,10,50,50,1,1,252,252,82,5,4
116.49559,39.90039,8.55,198.66,198.66,91.47,92.61,1.01,-0.8,198.66,185,100,114,10,10,50,50,1,1,252,252,82,5,4
116.49559,39.90039,8.55,198.66,198.66,91.47,92.61,1.01,-0.8,198.66,184,100,114,10,10,50,50,1,1,252,252,82,5,4
116.49547,39.89997,8.55,192.98,192.98,91.05,92.05,1.01,-0.8,192.98,183,100,114,10,10,50,50,1,1,252,252,82,5,4
116.4954,39.89954,8.35,186.96,186.96,90.62,91.49,1.01,-0.8,186.96,182,100,115,10,10,50,50,1,1,252,252,82,5,4
116.49537,39.89911,8.35,179.94,179.94,90.19,90.92,1.01,-0.8,179.94,181,100,117,10,10,50,50,1,1,252,252,82,5,4
116.49541,39.89868,8.35,172.64,172.64,89.76,90.36,1.01,-0.8,172.64,180,100,118,10,10,50,50,1,1,252,252,82,5,4
116.49549,39.89827,8.06,165.68,165.68,89.35,89.81,1.01,-0.8,165.68,179,100,119,10,10,50,50,1,1,252,252,82,5,4
116.49561,39.89787,8.05,159.89,159.89,88.94,89.28,1.01,-0.8,159.89,178,100,121,10,10,50,50,1,1,252,252,82,5,4
116.49577,39.8975,7.76,155.16,155.16,88.57,88.78,1.01,-0.8,155.16,177,100,121,10,10,50,50,1,1,252,252,82,5,4
116.49595,39.89714,7.76,151.53,151.53,88.2,88.3,1.01,-0.8,151.53,176,100,122,10,10,50,50,1,1,252,252,82,5,4
116.49615,39.8968,7.56,148.2,148.2,87.85,87.84,1.01,-0.8,148.2,175,100,122,10,10,50,50,1,1,252,252,82,5,4
116.49637,39.89648,7.57,143.99,143.99,87.52,87.4,1.01,-0.8,143.99,175,100,123,10,10,50,50,1,1,252,252,82,5,4
116.49637,39.89648,7.57,143.99,143.99,87.52,87.4,1.01,-0.8,143.99,174,100,123,10,10,50,50,1,1,252,252,82,5,4
116.49661,39.89618,7.35,139.34,139.34,87.2,86.99,1.01,-0.8,139.34,173,100,124,10,10,50,50,1,1,252,252,82,5,4
116.49687,39.8959,7.36,134.74,134.74,86.9,86.6,1.01,-0.8,134.74,172,100,125,10,10,50,50,1,1,252,252,82,5,4
116.49698,39.8958,0,133,133,86.8,86.46,1.01,-0.8,133,171,100,125,10,10,50,50,1,1,252,252,82,5,4
116.49706,39.89572,7.16,131.81,131.81,86.71,86.35,1.01,-0.8,131.81,170,100,125,10,10,50,50,1,1,252,252,82,5,4
116.49734,39.89549,7.16,128.46,128.46,86.46,86.01,1.01,-0.8,128.46,169,100,125,10,10,50,50,1,1,252,252,82,5,4
116.49764,39.89526,7.16,125.99,125.99,86.2,85.68,1.01,-0.8,125.99,168,100,126,10,10,50,50,1,1,252,252,82,5,4
116.49793,39.89505,6.76,124.08,124.08,85.96,85.37,1.01,-0.8,124.08,167,100,126,10,10,50,50,1,1,252,252,82,5,4
116.49823,39.89487,6.76,121.5,121.5,85.75,85.1,1.01,-0.8,121.5,166,100,126,10,10,50,50,1,1,252,252,82,5,4
116.49852,39.8947,6.56,118.13,118.13,85.55,84.84,1.01,-0.8,118.13,165,100,127,10,10,50,50,1,1,252,252,82,5,4
116.49883,39.89455,6.56,114.09,114.09,85.36,84.6,1.01,-0.8,114.09,164,100,128,10,10,50,50,1,1,252,252,82,5,4
116.49913,39.89443,6.36,110.62,110.62,85.21,84.4,1.01,-0.8,110.62,163,100,129,10,10,50,50,1,1,252,252,82,5,4
116.49913,39.89443,6.36,110.62,110.62,85.21,84.4,1.01,-0.8,110.62,162,100,129,10,10,50,50,1,1,252,252,82,5,4
116.49944,39.89432,6.17,107.97,107.97,85.07,84.23,1.01,-0.8,107.97,161,100,129,10,10,50,50,1,1,252,252,82,5,4
116.49974,39.89423,6.15,106.16,106.16,84.94,84.07,1.01,-0.8,106.16,160,100,129,10,10,50,50,1,1,252,252,82,5,4
116.50004,39.89415,5.95,104.32,104.32,84.83,83.93,1.01,-0.8,104.32,159,100,130,10,10,50,50,1,1,252,252,82,5,4
116.50034,39.89408,5.95,101.74,101.74,84.72,83.79,1.01,-0.8,101.74,158,100,130,10,10,50,50,1,1,252,252,82,5,4
116.50064,39.89402,5.96,98.43,98.43,84.63,83.68,1.01,-0.8,98.43,157,100,131,10,10,50,50,1,1,252,252,82,5,4
116.50094,39.89399,5.66,95.28,95.28,84.56,83.6,1.01,-0.8,95.28,156,100,132,10,10,50,50,1,1,252,252,82,5,4
116.50123,39.89397,5.55,92.91,92.91,84.51,83.54,1.01,-0.8,92.91,155,100,133,10,10,50,50,1,1,252,252,82,5,4
116.50151,39.89396,5.46,91.3,91.3,84.47,83.49,1.01,-0.8,91.3,154,100,133,10,10,50,50,1,1,252,252,82,5,4
116.50179,39.89396,5.36,90.25,90.25,84.44,83.45,1.01,-0.8,90.25,153,100,133,10,10,50,50,1,1,252,252,82,5,4
116.50206,39.89396,5.26,88.76,88.76,84.41,83.42,1.01,-0.8,88.76,152,100,134,10,10,50,50,1,1,252,252,82,5,4
116.50233,39.89397,5.15,86.83,86.83,84.39,83.4,1.01,-0.8,86.83,151,100,134,10,10,50,50,1,1,252,252,82,5,4
116.50259,39.89399,5.06,85.47,85.47,84.39,83.4,1.01,-0.8,85.47,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
116.5028,39.89401,0,84.71,84.71,84.39,83.4,1.01,-0.8,84.71,100,100,130,10,10,50,50,1,1,252,252,82,6,4
