116.338,39.87179,1.01,-0.8
116.33837,39.87215,1.01,-0.8
116.33899,39.87296,1.01,-0.8
116.33924,39.8734,1.01,-0.8
116.33946,39.87387,1.01,-0.8
116.33963,39.87435,1.01,-0.8
116.33983,39.87535,1.01,-0.8
116.33987,39.87586,1.01,-0.8
116.33979,39.87688,1.01,-0.8
116.33969,39.87738,1.01,-0.8
116.33934,39.87834,1.01,-0.8
116.33911,39.87879,1.01,-0.8
116.33883,39.87922,1.01,-0.8
116.33852,39.87963,1.01,-0.8
116.33779,39.88034,1.01,-0.8
116.33738,39.88064,1.01,-0.8
