116.48269,39.96539,1.01,-0.8,0,0,154.17,0,0,0,0,9,9,252,232,232,100,0,0,0,0,3,4
116.48269,39.96539,1.01,-0.8,0,0,154.17,0,0,0,0,9,9,252,232,232,100,0,0,0,0,3,4
116.48269,39.96539,1.01,-0.8,0,0,154.17,0,0,0,0,9,9,252,232,232,100,0,0,0,0,3,4
116.48269,39.96539,1.01,-0.8,0,0,154.17,0,0,0,0,9,9,252,232,232,100,0,0,0,0,3,4
116.48269,39.96539,1.01,-0.8,0,0,154.17,0,0,0,0,9,9,252,232,232,100,0,0,0,0,3,4
116.48269,39.96539,1.01,-0.8,0,0,154.17,0,0,0,0,9,9,252,232,232,100,0,0,0,0,3,4
116.48269,39.96539,1.01,-0.8,0,0,154.17,0,0,0,0,9,9,252,232,232,100,0,0,0,0,3,4
116.48269,39.96539,1.01,-0.8,0,0,154.17,0,0,0,0,9,9,252,232,232,100,0,0,0,0,3,4
116.48269,39.96539,1.01,-0.8,0,0,154.17,0,0,0,0,9,9,252,232,232,100,0,0,0,3,3,4
116.48269,39.96539,1.01,-0.8,0,0,154.18,0,0,0,0,9,9,252,232,232,100,0,0,0,3,3,4
116.48269,39.96539,1.01,-0.8,0,0,154.18,0,0,0,0,9,9,252,232,232,100,0,0,0,3,3,4
116.48269,39.96539,1.01,-0.8,0,0,154.18,0,0,0,1,9,9,252,232,232,156,0,0,0,3,5,4
116.48269,39.96539,1.01,-0.8,0,0,154.18,0,0,0,1,9,9,252,232,232,156,0,0,0,3,5,4
116.48269,39.96539,1.01,-0.8,0,0,154.18,0,0,0,1,9,9,252,232,232,156,0,0,0,3,5,4
116.48269,39.96539,1.01,-0.8,0,0,154.18,0,0,0,1,9,9,252,232,232,156,0,0,0,3,5,4
116.48269,39.96539,1.01,-0.8,0,0,154.18,0,0,0,1,9,9,252,232,232,156,0,0,0,3,5,4
116.48269,39.96539,1.01,-0.8,0,0,154.18,0,0,0,1,9,9,252,176,232,156,0,0,0,3,5,4
116.48269,39.96539,1.01,-0.8,0,0,154.18,0,0,0,1,9,9,252,176,232,156,0,0,0,3,5,4
116.48282,39.96511,1.01,-0.8,0,0,155.44,0,0,0,1,9,9,252,176,232,156,0,0,0,3,5,4
116.4829,39.96492,1.01,-0.8,0,0,156.87,0,0,0,1,9,9,252,176,232,155,0,0,0,3,5,4
116.48313,39.96435,1.01,-0.8,0,0,159.02,0,0,0,1,9,9,252,176,232,155,0,0,0,3,5,4
116.48328,39.96397,1.01,-0.8,0,0,158.88,0,0,0,1,9,9,252,176,232,155,0,0,0,3,5,4
116.48328,39.96397,1.01,-0.8,0,0,158.88,0,0,0,1,9,9,252,176,232,155,0,0,0,3,5,4
116.48366,39.96281,1.01,-0.8,0,0,163.76,0,0,0,1,9,9,252,176,232,153,0,0,0,3,5,4
