116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34554,39.93684,0,6.97,6.97,0,0,1.01,-0.8,6.97,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34558,39.93709,9.92,11.13,11.13,0,0,1.01,-0.8,11.13,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34572,39.93758,9.91,18.53,18.53,0,0,1.01,-0.8,18.53,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34615,39.93851,9.95,29.58,29.58,0,0,1.01,-0.8,29.58,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34641,39.93894,9.93,33.25,33.25,0,0,1.01,-0.8,33.25,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34701,39.93978,9.92,36.84,36.84,0,0,1.01,-0.8,36.84,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34732,39.94018,9.95,36.78,36.78,0,0,1.01,-0.8,36.78,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.3479,39.94102,9.95,32.93,32.93,0,0,1.01,-0.8,32.93,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.3479,39.94102,9.95,29.14,29.14,0,0,1.01,-0.8,29.14,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34839,39.94191,9.95,24.12,24.12,0,0,1.01,-0.8,24.12,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34858,39.94239,9.95,17.84,17.84,0,0,1.01,-0.8,17.84,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34875,39.9434,9.94,1.73,1.73,0,0,1.01,-0.8,1.73,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34872,39.94391,9.96,-302.32,-302.32,0,0,1.01,-0.8,-302.32,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34844,39.94489,9.94,-319.71,-319.71,0,0,1.01,-0.8,-319.71,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34819,39.94533,9.95,326.95,326.95,0,0,1.01,-0.8,326.95,200,100,111,1,0,50,50,0,0,252,252,9,3,4
116.34819,39.94533,9.95,326.95,326.95,0,0,1.01,-0.8,326.95,200,100,111,1,0,50,50,0,0,252,252,9,3,4
