116.43146,39.87385,1.01,-0.8,0,0,310.03,0,0,0,0,9,9,252,232,232,122,0,0,0,3,3,4
116.43106,39.87416,1.01,-0.8,0,0,304.41,0,0,0,0,9,9,252,232,232,122,0,0,0,3,3,4
116.43016,39.87464,1.01,-0.8,0,0,292.49,0,0,0,0,9,9,252,232,232,123,0,0,0,3,3,4
116.42967,39.87481,1.01,-0.8,0,0,286.53,0,0,0,0,9,9,252,232,232,123,0,0,0,3,3,4
116.42918,39.87492,1.01,-0.8,0,0,280.57,0,0,0,0,9,9,252,232,232,123,0,0,0,3,3,4
116.42867,39.87499,1.01,-0.8,0,0,274.6,0,0,0,0,9,9,252,232,232,123,0,0,0,3,3,4
116.42765,39.87496,1.01,-0.8,0,0,263.13,0,0,0,0,9,9,252,232,232,124,0,0,0,3,3,4
116.42715,39.87488,1.01,-0.8,0,0,258.59,0,0,0,0,9,9,252,232,232,124,0,0,0,3,3,4
116.42617,39.87457,1.01,-0.8,0,0,247.23,0,0,0,0,9,9,252,232,232,121,0,0,0,3,5,4
116.42571,39.87435,1.01,-0.8,0,0,241.61,0,0,0,0,9,9,252,232,232,122,0,0,0,3,5,4
116.42486,39.87379,1.01,-0.8,0,0,231.77,0,0,0,0,9,9,252,232,232,122,0,0,0,3,5,4
116.42448,39.87345,1.01,-0.8,0,0,225.25,0,0,0,0,9,9,252,232,232,123,0,0,0,3,5,4
116.42386,39.87264,1.01,-0.8,0,0,210.74,0,0,0,0,9,9,252,232,232,123,0,0,0,3,5,4
116.42362,39.87219,1.01,-0.8,0,0,205.09,0,0,0,0,9,9,252,232,232,124,0,0,0,3,5,4
116.42342,39.87171,1.01,-0.8,0,0,200.31,0,0,0,0,9,9,252,232,232,125,0,0,0,3,5,4
116.42327,39.87123,1.01,-0.8,0,0,194.61,0,0,0,0,9,9,252,232,232,125,0,0,0,3,5,4
116.42311,39.87022,1.01,-0.8,0,0,184.65,0,0,0,0,9,9,252,232,232,125,0,0,0,3,5,4
116.4231,39.86971,1.01,-0.8,0,0,178.62,0,0,0,0,9,9,252,232,232,126,0,0,0,3,5,4
116.42323,39.8687,1.01,-0.8,0,0,167.57,0,0,0,0,9,9,252,232,232,127,0,0,0,3,5,4
116.42336,39.8682,1.01,-0.8,0,0,163.88,0,0,0,0,9,9,252,232,232,126,0,0,0,3,5,4
116.42372,39.86724,1.01,-0.8,0,0,155.46,0,0,0,2,9,9,252,232,232,192,0,0,0,3,5,4
116.42394,39.86679,1.01,-0.8,0,0,152.29,0,0,0,2,9,9,252,232,232,193,0,0,0,3,5,4
116.42419,39.86634,1.01,-0.8,0,0,150.36,0,0,0,2,9,9,252,232,232,194,0,0,0,3,5,4
116.42445,39.8659,1.01,-0.8,0,0,149.68,0,0,0,2,9,9,252,232,232,194,0,0,0,3,5,4
116.42495,39.86501,1.01,-0.8,0,0,152.04,0,0,0,2,9,9,252,232,232,194,0,0,0,3,5,4
116.42518,39.86455,1.01,-0.8,0,0,155.08,0,0,0,2,9,9,252,232,232,193,0,0,0,3,5,4
